text,label
Praticidade,LOC
Comprei,LOC
Ótimo Eu,PER
Mandaram-me,LOC
Fiz,MISC
Pessimo!,MISC
Nota Fiscal,MISC
Comprei,LOC
Aguardo,PER
Produto,PER
Amei,PER
Entrega Entrega,LOC
Gostei,LOC
Nao,MISC
Recomendo,ORG
Perfeito Entrega,LOC
Tentei,PER
Quero,LOC
Preto,ORG
HDMI,PER
VGA,MISC
Correios,MISC
BAGUNÇA,MISC
Costumo,LOC
Correio,MISC
Adorei!!!,MISC
Otimo Muito,PER
Super,MISC
Fácil,PER
Recomemdo,LOC
Ótimo  Gostei,LOC
Muito Bom!!,MISC
Recebi,MISC
Dei,PER
Recomendo Recomendo,PER
Odiei,LOC
CD,MISC
Recomendo Adorei,PER
Mudo,LOC
Gostei,LOC
Adorei,PER
Comprei,PER
Lemon Lime,PER
Comprei,LOC
Ótimo,LOC
TRX,ORG
Tentei,LOC
Precisei,LOC
FOLHA NAO FRISA,ORG
FOLHA NAO FRISA!,ORG
FUNÇAO,MISC
Nao,MISC
Testei,PER
Recomendo,ORG
Gostei,LOC
Recomendaria,LOC
pos,ORG
GUSTAVO SANTOS Quero,MISC
Bom,LOC
Ameiii,PER
Amei,PER
Produto,PER
Quero,LOC
Compra,LOC
Entrega,LOC
Mandei,PER
Parabéns,LOC
Gostei,LOC
Super,LOC
Muito Bom!,MISC
Celular,LOC
ALCATEL,LOC
Entrega ok Recebi,LOC
comprei,LOC
gostei,LOC
ERRADO,MISC
Pedi,ORG
KING,ORG
KING,MISC
Recomendooo!!,MISC
Gosteiii!,MISC
Prático,ORG
Boa,PER
Quero,PER
Produto,PER
Gostei,LOC
Comprei,PER
Recomendo Produtos,PER
Tive,MISC
Irajá,LOC
OK,LOC
Prazo,MISC
Aprovado Produto,PER
bluetooth,MISC
Satisfeito,MISC
Recomendo Houve,PER
Produto bom,LOC
Grato Jean,PER
Vou,LOC
Ótimo,LOC
OK,LOC
Ótimo,PER
RECOMENDO,ORG
MTO BONITA,ORG
OTIMO CAIMENTO,ORG
NF,LOC
ROSA,MISC
Confiram por favor,MISC
Internet,MISC
PRAZO,ORG
ATENDIMENTO!!!,ORG
super,LOC
Tentei,PER
Otímo Adorei,PER
SATISFEITA,MISC
Peço,PER
Recomendo,ORG
Bom Gostei,LOC
Super,MISC
TOP,ORG
Vale,LOC
Sério,PER
Rápido  ,ORG
Rapidinho,PER
PRAZO COMBINADO,MISC
Vou,LOC
Salvador,LOC
BA,LOC
Recomendo,ORG
Super,LOC
Comprei,PER
Satisfeito,MISC
ENTREGA,ORG
PRAZO,ORG
RÁPIDO,ORG
PERFEITA,PER
Propaganda,LOC
Atendimento Muito,PER
Cancelei,PER
Adorei,PER
Recebi  Chegou,MISC
TUDO OK,MISC
SOBRE,ORG
CORTINA ÓTIMA,ORG
Super,MISC
As Lojas,MISC
PEDI...,MISC
Showwww,PER
Processo,MISC
Amei,PER
Pulseira,LOC
Valeu,LOC
Adorei,PER
OK,LOC
super,LOC
Pedi,ORG
Recomendo,ORG
Excelente!,MISC
Super,LOC
Bom Design,LOC
Faltou,PER
vim,MISC
boas(nao,MISC
Recomendo!!,MISC
seris,PER
Parabéns,PER
MT,LOC
Gostei,LOC
Desconfie duplamente Duas,MISC
inf,ORG
V/D,MISC
Fortaleza,LOC
TUDO,ORG
Loja confiável,MISC
Fiscal  ,LOC
Comprei 1 lençol de casal,MISC
Cores,LOC
Gostei Recebi,LOC
J7,ORG
A6,MISC
Extrema,LOC
Grato,LOC
Gostei,ORG
Entrega  Estou,MISC
Super Recomendo,MISC
Super,MISC
Super,MISC
Quero,LOC
Entrega,MISC
Recomendo Muito,MISC
Uahlll,LOC
Adorei,PER
Bom Chegou,LOC
SUPER RECOMENDO,MISC
Ótimo!,MISC
Farol de milha,LOC
Comprei,LOC
Tenti,PER
Super,MISC
parabéns,LOC
entrega,LOC
Cartucho,PER
Recomendo  Recebi,LOC
Tomem,PER
Atenciosamemte,PER
Recebi,LOC
Super satisfeito!,MISC
Feedback,PER
Espero,PER
Indignado!!,MISC
Péssima,LOC
Razoavel Peço,PER
DEFEITO,MISC
Cartão Micro SDClasse10Com,MISC
Recebemos,PER
Cancelei,PER
Obs:,MISC
mangueira,LOC
Amei,PER
Satisfeito Demorou,MISC
Ok!,MISC
correios(pra,ORG
P19,LOC
P17,MISC
Comprei,LOC
Esperei,PER
Comprei,LOC
Ótimo Super,PER
Luminária,LOC
Duro,PER
Recomendo Produto,PER
Entrega,LOC
Ótimo  ,PER
Parabéns,LOC
vcs,LOC
Super,MISC
Maravilhosa,LOC
CORTINA,ORG
MEU QUARTO,MISC
QUEBRA,ORG
AMEI ESSA PARTE,MISC
Adorei,PER
Ótimo Produto,PER
Comecei,PER
Amei,PER
Amei,PER
Satisfeito Produto,MISC
ALÉM DE TER MANDADO,MISC
O TOTAL DOS ITENS,MISC
MANDOU NO FISICO,MISC
EMBALAGENS SEPARADAS,MISC
OUTRO,MISC
ESTÁ,MISC
Boa Fé,LOC
Suponho,LOC
Péssima,LOC
Comprei,LOC
mandei msgs,PER
Vendi,PER
Mandam,PER
Ótimo  Gostei,PER
Ótima,PER
Cesto,PER
Parabéns!,MISC
Gostei,LOC
Aperfeiçoar,PER
Vendedor,PER
EU PEDI,MISC
COR PRETA,ORG
E VENHO,ORG
ACEITEI IGUAL,PER
PODERIA TER VIDO,MISC
Otimo Produto,PER
Parabéns,LOC
Impressionante!!,MISC
Comprei,LOC
Gostei,LOC
Pruduto,LOC
Gostei,LOC
Pedi,ORG
Ótimo,LOC
Perfeito Relógio,LOC
Recebi,LOC
Gostei,LOC
Geral Excelente.gosto,PER
Vocês,LOC
Minha,PER
Gostei,LOC
Recomendo Cadeira,PER
Nota Zero!,MISC
Fui,PER
amei,PER
Vendedor,PER
Recomendo Muito,PER
Comprei,LOC
Difícil,PER
Efetuei,PER
Acho,PER
Vocês,LOC
Uber,PER
lannister,LOC
Efetuei,PER
Gostei,LOC
Naum,LOC
naum,LOC
RECEBI,MISC
MAQUINA,ORG
MOER CARNE,ORG
COMPREI DUAS,ORG
SABER,LOC
PORQUE,ORG
NÃO VEIO,MISC
SEGUNDA,MISC
CARRINHO,ORG
COMPREI TAMBEM NÃO CHEGOU,MISC
lannister,LOC
Otimo!,MISC
Fiz,MISC
Gostei,LOC
Voltarei,PER
RECOMENDO,ORG
Ótima,LOC
Ideal,LOC
Natal,MISC
Comprei,PER
Quero,LOC
Recomendo Entrega,PER
Gostei,LOC
Ótimo Entregou,PER
Prefiro,PER
PROMETIDO,ORG
Parabéns,PER
Péssima  Recebi,LOC
Perfeito!,MISC
Vcs,LOC
Parabéns,PER
Gostei,LOC
Péssima,LOC
Qualidade Entrega,PER
Entrei,LOC
É SEMPRE,MISC
PRAZER COMPRAR,ORG
super,LOC
gostei!!,MISC
Parabéns,PER
Ótima,PER
Obrigada,LOC
Recomendo Entregue,MISC
Recomendo,LOC
Ótimo,LOC
NF,PER
Parabéns,LOC
Lençol,PER
Ótima,LOC
Recomendo,LOC
Relógio,PER
Comprei,LOC
Comprei,PER
china,LOC
Recomendo Produto,PER
Tamanho da capa,PER
Site!,MISC
Ótimo Bons,PER
Sr. Diretor|,PER
FALTANDO UMA LUMINÁRIA PENDENTE DE COR,PER
ABORDA,ORG
COR AMARELO,MISC
Péssima,LOC
usei,PER
Quero,LOC
Super,MISC
Top Gostei,MISC
LED vermelho,ORG
Vendedor,PER
Lindas!!,MISC
Amei,PER
Recomendo 🙌,MISC
Ok Ok,PER
Considero Propaganda Enganosa,PER
Rápido,PER
Honesto,PER
Ruim,LOC
Ótimo,LOC
Recomendo,PER
Regular Bom,LOC
Ótimo,LOC
Bom Produto,LOC
Ótimo,LOC
Casio,ORG
Motorola,ORG
Parabéns !,MISC
Nao,MISC
boa cortina de blackout normal,LOC
Prazo,MISC
Bonitinho,LOC
Recomendo Chegou,PER
Pessoa,PER
Recebemos,PER
Recomendo!!,MISC
Recebido,PER
Recebi,MISC
Adorei,LOC
Luminária,LOC
Encomenda,LOC
Cajamar dos Correios,LOC
Cajamar,LOC
Parabéns,PER
original?a,PER
Alto Falante 10 Polegadas Medio Grave,LOC
Rms,PER
SÓ RECEBE 2 UNIDADES FALTARAM,MISC
Recomendo,LOC
Ótimo,PER
bom Gosto,LOC
Grato,LOC
Amei!!,MISC
Peço,PER
Aguardo,PER
Pedi,PER
Fui,PER
Parabéns,PER
ESTÁ,MISC
NF,ORG
Pedido Incompleto Comprei,PER
Ruim Comprei,LOC
Américas,LOC
Cuba,LOC
Amei,PER
ENTRAGOU,ORG
DEVOLUÇÃO,ORG
PRODUTO DE BAIXA QUALIDADE,MISC
PRIMEIRO DIA DE USO,MISC
UM MERCADO LIVRE,MISC
PEDIDOS,MISC
PROBLEMAS,ORG
Falta,MISC
Super,MISC
Recomendo,ORG
Quero,PER
Bluray,PER
Cd -UJ141 Case,MISC
CASE,PER
TONER,ORG
Otimo Multo,PER
Ok,LOC
Qualidade,LOC
Super,LOC
Gostei,LOC
Meia,PER
Caro,LOC
Mt Boa,LOC
Mede,LOC
Perfeito,LOC
Relógio,PER
Torre Eiffel,LOC
Adoro,PER
Ótimo,LOC
super,LOC
Ótimo produto,PER
Ótima,PER
Entrega,LOC
RELOGIO,ORG
ENTREGA,ORG
NEM,LOC
DUAS SEMANAS,MISC
PREVISTA RECOMENDO,MISC
TODOS,MISC
ALGUMA DUVIDA,PER
COMPREM PRODUTO EXCELENTE,MISC
showww,LOC
Recebi,MISC
Vanessa,LOC
Saca,PER
EXTREMAMENTE FRACO,MISC
DINHEIRO TOTALMENTE,MISC
PÉSSIMO,ORG
Vendedor,PER
Super,LOC
comprei,LOC
flamengo,ORG
Parabéns,PER
Led,ORG
Gostei,LOC
super,LOC
Bebedouro,LOC
Rosa...,MISC
Problema Vendido,PER
Gostei,LOC
Realizei,PER
Ruim,PER
Comprei,LOC
Propaganda,LOC
Comprei,LOC
TV Sony,MISC
Empresa,MISC
Super,MISC
Entregue,LOC
Gostei,LOC
AGUARDO,MISC
ENTREGA,ORG
PRODUTO,ORG
FORAM,ORG
NF,ORG
Cadê,PER
Adorei,PER
Kit Vitrificador,PER
Revelador de,LOC
Esperei,PER
Porem,PER
Ótimo!  ,MISC
Recomendo,LOC
MarketPlace,ORG
Super,MISC
Recebi,MISC
Satisfeito,MISC
Ótimo,LOC
bom Amei,LOC
vcs gostei,PER
Compra,LOC
bom Produto,LOC
Comprei 2 jogos,MISC
Nota Fiscal 001689,MISC
Aguardo,LOC
Fornecedor Ibitinga Decora,PER
Aguardo,LOC
Lençol,PER
Produto Errado Olá,LOC
HD Externo da Western Digital Passport X,MISC
Seagate,ORG
Adorei,PER
mp3,MISC
Péssima  Recebi,LOC
OTIMO,ORG
MUITO BONITO,MISC
L-triptofano,MISC
Lipo,PER
Ótimo  Fui,PER
stark,PER
Parabéns,PER
Produto,PER
Prazo,MISC
Entrega,LOC
Pedido,PER
Entrega Garantida,LOC
Entrega incompleta,LOC
Comprei,LOC
bom Adorei,LOC
Entregou,PER
Flavia Produto,LOC
Realizei,PER
Fiz,LOC
Comprei,LOC
Adorei,PER
Comprei,LOC
Adoreeeeiiiii,LOC
Comprei,PER
Correios,MISC
targaryen,LOC
Comprei 2 unidades,MISC
Frete,LOC
Compre,LOC
Oque,PER
Deby Incour,PER
Gostei,LOC
Ideal,LOC
Ótimo,LOC
Ajudo,PER
Facil,PER
Otimo,PER
Gostei,LOC
Ótimo,PER
Super,MISC
Recomendo Produto,PER
internet,MISC
Agradeço,PER
pedi,PER
PRODUTO,ORG
Comprei,LOC
Produto,LOC
Parabéns,LOC
super,LOC
Recomendo Recomendo,PER
Gostei,LOC
Comprei 2,MISC
Efetuei,PER
Pedi,ORG
Rosa,PER
Perfeito Chegou,LOC
Bom,LOC
Quero,LOC
Enviei,LOC
Amercianas,LOC
SAC,ORG
MUITO INSATISFEITO,MISC
A COMPRA,MISC
AGORA,ORG
NEM NOTA,ORG
ENVIADA PARA MIM,MISC
TEM QUASE UM MÊS,MISC
FEITA,ORG
COMPRA,ORG
RECOMENDO,MISC
Recebido,PER
Rápido Chegou,PER
Comprei,PER
MOTIVO DA DEMORA,MISC
ESTOU NO AGUARDO,ORG
Eau de Toilette,PER
Oakley,PER
Frete,LOC
Brasil,LOC
Puf,LOC
Comprei,LOC
COMPREI VARIOS,MISC
CORREIO PQ,MISC
CAIXA,ORG
NOTA,MISC
MANUAL,MISC
OS,MISC
OUTROS VIERAM DEIXOU,MISC
DESEJAR,ORG
M DEU,MISC
D IR LA,MISC
Super,MISC
Maravilhosa Amei,PER
Super,MISC
Recomento,LOC
Terezinha,LOC
Recomento Minha,PER
amei,PER
Correios,MISC
Pedi,ORG
Problemas Entregaram,PER
Quero,LOC
Cadê,PER
super,LOC
MUITO BOM,MISC
ENTREGUE ANTES DO PRAZO,MISC
Ótimo,LOC
super,MISC
Nota fiscal,MISC
CHEGOU,ORG
UNIDADE,ORG
Compra,LOC
Lojas,LOC
LA,MISC
NÃO TENHO,MISC
POIS AINDA,ORG
PRODUTO,ORG
FALHA,ORG
O QUAL,MISC
EFETUEI,MISC
BOA Comprei,LOC
Efetuei,PER
Adoro,PER
Compras Gostei,LOC
Gostei,LOC
Bom Chegou,LOC
Péssimo sist,MISC
Ótima,PER
Amei,PER
comprei,LOC
Pedi,ORG
targaryen,LOC
Quero,LOC
anuncio,PER
Parabéns,LOC
Comprei,PER
Brasil,LOC
Mandaram,PER
"Conclusão :
",MISC
Mandaram,PER
Cadeira,LOC
Preciso,PER
vcs,PER
Super,LOC
Comprei,PER
estinho flex,MISC
Espeto,LOC
Prazo,MISC
Sim,LOC
Adorei!,MISC
Pequeno,LOC
Excelente Loja,LOC
Escova,PER
ATRASO,ORG
Ótimo,LOC
Mochila,PER
Gostei,LOC
Saiam,PER
Espero,PER
Testei,PER
Legal Vai,PER
Comprei,PER
Comprei 4,MISC
whey isolate definition,MISC
Recomento,LOC
Amei Gostei,PER
Recebí,PER
Fiz,PER
Bonito,LOC
Adquiri,PER
Seco & Molhado BG2024/15 Bivolt - Philips,ORG
R$,MISC
Aparador de Pelos Philips QT4015/15,PER
American,LOC
Madeira,LOC
Parabéns,PER
Super satisfeito,MISC
"ATENDIMENTO  Bom dia 

Comprei",LOC
Preciso,PER
Entrega,LOC
Mercadoria,LOC
Parabéns!!,MISC
Adorei,PER
Gostei,LOC
Resebir,PER
Caixa,MISC
Ótima Gostei,PER
Satisfeita Muito,MISC
Comprei,LOC
Oakley Minute Machine,ORG
Vou,LOC
Parabéns,LOC
Super Recomendo Excelente Produto,MISC
Amei,PER
produto!Do,ORG
bolsa!,ORG
ok !,MISC
Adorei,PER
Bravecto,MISC
Fabuloso  Seguro,LOC
Correu,LOC
Bom Entregou,LOC
Travesseiro,LOC
GOSTEI MUITO,MISC
DO TRAVESSEIRO,MISC
São Paulo,LOC
Rio,LOC
Entrega,LOC
Parabéns,PER
Boa Excelente,LOC
Super,MISC
Gostei,LOC
Super,LOC
Produto,PER
Satisfeito,MISC
Considero,PER
Comprei,LOC
targaryen super,LOC
Recomendo,LOC
Os Correios,MISC
Tudo Certinho,MISC
Produto OK,PER
Comprei,LOC
Vou,PER
Amanda do SAC,LOC
Parabéns,PER
Internet,MISC
Parabéns,LOC
Páscoa,MISC
Pedido,PER
Recomendo,LOC
Propaganda,LOC
targaryen,LOC
Antonio,PER
Frete,LOC
Comprei,LOC
COmprei,MISC
usei,PER
Praticidade,LOC
Produto Maravilhoso,PER
Amei,PER
O pedido,MISC
Gonçalo,PER
Gonçalo,PER
comprei,LOC
Saia,PER
Veio,MISC
Comprei,LOC
Parabéns,LOC
Esquema,LOC
Entrega,LOC
DIFERENTE  Recebi,MISC
Péssimos,LOC
Mercadoria,LOC
Lojista,PER
Recomendo,LOC
CHEGOU BEM,MISC
PRAZO,ORG
Comprei,LOC
Desorganizaos Entregaram,PER
Oi,ORG
Recomendo!,MISC
Gostei,LOC
Entrga,LOC
EMPRESA,MISC
PRODUTO,ORG
COMPREI,ORG
MANDOU UM OUTRO SEM,MISC
ME,MISC
SE EU QUERIA,LOC
PRODUTO,ORG
DEVOLVER PARA TROCAR,MISC
Super,LOC
Entrega,LOC
lannister,PER
Tô,PER
Mochila,PER
Envio,PER
Satisfeito,MISC
Espero,PER
Abraços,LOC
comprei 03,PER
Rosa,PER
CORES DA ESTAMPA,MISC
FOTO DO SITE,MISC
MEIO DESBOTADO,MISC
FICA MEIO DESFOCASO,MISC
Horrível,MISC
Pinhão,LOC
boa Material,LOC
Pessima Comprei,MISC
NF,ORG
Entrega Parcial Recebi,LOC
Recomendo,LOC
Razoável,PER
Comprei,LOC
Tom,PER
Olimpíadas,MISC
Paguei,PER
Empresa,MISC
Continuo,PER
Comprei,LOC
Aguardo,LOC
Bom Bom,LOC
vcs,PER
Comprei 2,MISC
Prazo,MISC
Comprei,LOC
vcs,LOC
Otimo,PER
Excelente Recomendo,LOC
Boa Fatisfeito,LOC
bom Melhor,LOC
Amei,PER
Recebi,MISC
Obrigado,LOC
Hulk,PER
Comprei,LOC
Midea,ORG
Mop Produto,LOC
Adorei,PER
Demora,LOC
Frete,LOC
uma.livraria,ORG
ÚNICA RESPOSTA,MISC
RECEBO,MISC
ENVIO ESTÁ ATRASADO,MISC
Parabéns,LOC
Super,MISC
Mandei,LOC
Nao,MISC
Quero,MISC
Gostei,LOC
Honda City 2015,MISC
Problema Comprei,PER
Mandei,LOC
ENFORMAR MAIS RAPIDO,MISC
PRODUTO,ORG
Ótimo,LOC
Insatisfação,LOC
Parabéns,PER
Comprei,LOC
Comprei,PER
Cortina Decorativa,PER
Recebi Cortina Suellen,MISC
Sala Quarto 4 Metros Avelã/ Palha,MISC
PROCON-SP,ORG
Embalagem,PER
Ollist,MISC
Recomendo,LOC
Bom,LOC
Entrega,LOC
Entrega Rápida Produto,LOC
Linda,PER
película,LOC
Encomendei,LOC
Nota Fiscal,MISC
Ibitinga Decora,PER
INSATISFAÇÃO,MISC
OK,LOC
Agu,PER
tranquilo,PER
Comprei,LOC
Eu encomendei 2 mosquiteiros de solteiro,MISC
Elegance,MISC
CHEGOU,ORG
PRAZO,ORG
OK,LOC
Adorei,PER
Satisfeito,MISC
Vendedor,PER
Indico,PER
Super Recomendo,MISC
Super Indico,MISC
Parabéns,LOC
Comprei,LOC
Farei,LOC
"Grata 
Melissa",PER
Gostei,LOC
Encomendei 3 Toners,MISC
Recebi o 36,MISC
83A,MISC
Entregas,PER
Melhor,PER
internet,MISC
Amo,PER
Comprei 2,MISC
Lastimável,PER
Prazo,LOC
Ótimo,LOC
Adquiri,PER
Mt,MISC
KVR16S11/8,PER
Insatisfação,MISC
Pink,ORG
Péssima,LOC
Nao,MISC
Super Recomendo,MISC
super,LOC
adorei !!!,MISC
Ótimo,LOC
Gostei,LOC
targaryen,LOC
Relógio,PER
Ótimo,LOC
Nao,MISC
PRODUTO NÃO VEIO,MISC
NO SITE,MISC
MOSTRAVA CALENDÁRIO SITE,MISC
RECEBI VEIO,MISC
MOMENTO,ORG
PRODUTO,ORG
AGUARDO,MISC
FORNECEDOR,ORG
Vou,LOC
Realizei,PER
E LOJA ESTÃO,MISC
PARABÉNS,ORG
Atraso,PER
NÃO RECOMENDO Comprei,MISC
Pedi,ORG
Abri,PER
Quero,MISC
Original HP,PER
Bom,LOC
Gostei,LOC
bom produto,LOC
Fornecedor,LOC
Ate,PER
Comprei 4,MISC
Comprei 4,MISC
Quero,LOC
Gostei,LOC
Comprei,PER
Quero,PER
MINHA COZINHA,MISC
Produto Chinês,LOC
Prazo,MISC
CHEGOU APENAS,MISC
DEU,ORG
CERTO,MISC
SEGUNDO PERFEITO,MISC
TOP,ORG
Coração,LOC
Péssima,LOC
super recomendp super,MISC
Parabéns,PER
Gostei,LOC
Comprei 2 cadeiras,MISC
Ótimo,LOC
Recomendo!,MISC
Acho,PER
Pessimo Quero,MISC
Quero,MISC
Pedido Incompleto Comprei,PER
Ótimo,LOC
Comprei,LOC
Seguro,LOC
Tão de sacanagem,MISC
Lixo,PER
Otimo Atendimento,PER
Parabéns,PER
Ótimo,LOC
Recomendo,PER
Preferi,PER
Produto,PER
Recomendo!,MISC
QUALIDADE,ORG
NECESSIDADE,ORG
Amei,PER
lannister,PER
Vendedor,PER
boa Recomendo,LOC
10 Recomendo,LOC
Correios,LOC
Ótimo,LOC
Vale,LOC
Bailarinas,LOC
Agradeço,PER
Internet,MISC
Satisfeita  Entrega,MISC
super,LOC
Gostei,LOC
INCOMPELTA,MISC
DOS,MISC
TRES,ORG
Quero,MISC
Questionei,LOC
😡,PER
Quero,MISC
XL 12 ml--,MISC
Entregaram,MISC
xl color+1,LOC
oproduto,PER
ebom,LOC
Recomendo,PER
Kit,PER
Amei,PER
Solicito,LOC
Ótimo,LOC
Região do Capão Redondo,LOC
DEVERIA SER,MISC
Recomendaria,LOC
mercadoria super,PER
ameii,LOC
Sds,PER
PRODUTO VEIO,MISC
Parabéns,PER
Acabei,PER
DEMORA CANCELAMENTO DO,MISC
MERCADORIA,ORG
TENTANDO,MISC
CONTATO VIA,ORG
Super,MISC
Aguardo,LOC
Relógio,PER
Descaso total!,MISC
Oq,MISC
COMBINADO,MISC
OBRIGADO,MISC
Fico,PER
Ótima,PER
Adorei,PER
internet,MISC
Comprei,LOC
Recomendo!,MISC
Comprei 2 relógios,MISC
Regular Não,PER
Desconfiada Veio,PER
bom produto,LOC
Fiz,PER
DELAS,ORG
DOR,ORG
TEREI,MISC
TROCAR,MISC
SERÁ MUITO GRANDE,PER
MAIS,ORG
Super,MISC
Canguru,PER
RECOMENDO,MISC
Custo,PER
Super satisfeita,MISC
Super recomendo!!!,MISC
Produto,PER
Gostei,LOC
Super,MISC
Ótimo,PER
Vocês,LOC
Trofeu,LOC
Satisfação Produto,LOC
Testei,PER
Gostei,LOC
Faltou 1,MISC
bom Produto,LOC
Demora,LOC
Sony,ORG
Relógio,PER
ló,PER
fumê,MISC
Ótimo,PER
Recomendo,PER
Adquiri,PER
MG,LOC
Pacific,ORG
SC,LOC
Parabéns,LOC
Obrigado!!,MISC
Foto,PER
ÓTIMA QUALIDADE,ORG
Tbm,PER
vcs Diogo,PER
NÃO RECOMENDO,MISC
PRODUTO,ORG
PEDI NÃO CORRRESPONDE AO,MISC
ENTREGUE,MISC
TOTALMENTE DIFERENTE,MISC
Recebido,PER
Difícil,PER
ENTREGA,ORG
PRODUTO,ORG
Quero,LOC
super,LOC
Recomendo,LOC
Original,PER
Prazo,MISC
Gostei!!,MISC
Pedido,PER
Acredito,LOC
Comprei um KiT de 3 Almofadas Azul Mandala,MISC
Nâo,PER
INCOMPETÊNCIA!!!,MISC
Super,MISC
Entrega,LOC
Vale,LOC
Ótimo,MISC
Amei,PER
divinoooo!!,MISC
Otimo,PER
PRISMA 1.4LT,MISC
Desisti,LOC
Requeiro,PER
Produto,PER
Colcha Produto,LOC
Ótimo,LOC
Tudo,MISC
Obg,PER
USB,MISC
super Recomendado,MISC
Cancelei,PER
Tristeza Comprei,PER
Zero Eu,PER
Ótimo Entregue,PER
bom,LOC
Kotosun,PER
Super Recomendo Lençol,MISC
Adorei,PER
Comprei,LOC
Mosqueteiro,PER
EU TENHO DIREITO,MISC
Amei  Só,MISC
Rápido,LOC
Olá,PER
Véio Errado,PER
Estô,PER
EU,PER
Satisfeito,MISC
Brasil,LOC
kits mini,MISC
Produto,LOC
Alojas,LOC
Perfeito  Eu,LOC
Parabéns!!!,MISC
Realizei,PER
Bom Gostei,LOC
Parabéns,LOC
Boas,PER
Comprei,LOC
Lamentável!,MISC
São Gonçalo,LOC
Otimo Ótimos,PER
Entregaram,MISC
Parabens,LOC
Comprei,LOC
bom Recebi,LOC
Gostei,LOC
Edigley Ferreira,PER
Amei  Super,PER
Entrega,LOC
Ótimo,LOC
Recomendo!,MISC
Quero,LOC
Recebi,MISC
Jeferson G.,PER
ÓTIMOS PRODUTOS,LOC
O PRAZO DE ENTREGA EXCELENTE!,MISC
boa loja,LOC
Preciso,PER
PRODUTO OK,MISC
Cadeira,LOC
anteontem(18/12,ORG
Obs.:fornecedor,PER
Parabéns,LOC
Recomendo Bons,PER
Fui,PER
J7,ORG
A6,MISC
Ótimo Ótimo,PER
Entrega,LOC
Fui,PER
super,LOC
ME ENTREGARAM APENAS,MISC
COMPREI DOIS ITENS,MISC
NO MEU CARTÃO,MISC
LANÇADO 02 ITENS,MISC
AGUARDANDO,ORG
Disonestidade Eu,PER
Super,MISC
Tentei,PER
Comprei,LOC
Bom,LOC
RECEBI APENAS,MISC
ESTOUNO AGUARDO,MISC
ATÉ AGORA!,MISC
MOMENTO,ORG
SUCESSO,ORG
NINGUÉM ATENDE,MISC
TELEFONES,MISC
FALTA DE RESPEITO!,MISC
ABUSO,ORG
Comprei,LOC
comprei rosa pink,PER
Amei,PER
Precisei,LOC
Loja,LOC
KDT,ORG
pedi,PER
Vou,PER
Gostei,LOC
Entrega ok Entregue,MISC
Gostei,LOC
Comprarei,PER
Cortina,PER
Resebir,PER
Caixa,MISC
S8 Plus,MISC
S8 Plus,MISC
S8 Plus,MISC
S8,ORG
RECEBI,MISC
PRODUTO E NEM,ORG
DINHEIRO DE VOLTA,MISC
IR,MISC
L,PER
L,PER
CERTÍSSIMO !!,MISC
Parabéns,PER
SUPER RECOMENDO,MISC
Gostei,LOC
Email,MISC
Correios,MISC
Efetuei,PER
Nota Fiscal,LOC
Compramos 5 trocadores,MISC
Recomendo,PER
Regular,LOC
NF,ORG
Aguardando,PER
zero,PER
Ótimo,LOC
Super,MISC
Ótimo,LOC
Correios,MISC
Entrega,LOC
OTIMO LINDO GOSTEI MUITOOOO,MISC
Recebimento Recebi,LOC
SUPER RECOMENDO,MISC
PRAZO,ORG
Primeira,MISC
Comprei,PER
Cumpre,LOC
Gostei,LOC
Super,MISC
Vou,PER
Entrega,LOC
Faluana,LOC
Entregue,LOC
O. Produto,PER
Minha,LOC
Pulseira,LOC
Pandora,LOC
Lindaaaaaaa,MISC
Cor,ORG
Linda,PER
Ótima,LOC
Gualidade,LOC
Legal,LOC
Ótimo  Muito,LOC
Acho,PER
Recomendo,ORG
Comprei 2,MISC
Ótimo Produto,PER
Acredito,PER
Bom Produto,LOC
Lamentável,PER
Gostei,LOC
Recomendo!,MISC
Comprei,PER
PG 210,MISC
Enviaran,PER
Esclareço,PER
Ótimo,LOC
Recomendo Entrega,PER
Terei,PER
Gostei,LOC
Satisfeito Entrega,MISC
CHEGOU,ORG
PRAZO,ORG
SUPER RECOMENDO,MISC
NF,ORG
OBRIGADA,ORG
FUI BEM ATENDIDA,MISC
Vieram,PER
Gostei,LOC
Mercadoria,LOC
Amei,PER
Recomendo,LOC
Parabéns,LOC
Satisfeito Satisfeito,MISC
Ruim Mercadoria,PER
9 Produto de excelente qualidade,LOC
Super,MISC
Quantidade,LOC
Comprei,LOC
Pedi,ORG
Frete,PER
vcs,PER
Parabéns lannister!,MISC
Serviço maravilho,MISC
cuba,LOC
QUERO DEVOLVER,MISC
PORQUE,ORG
LONA,ORG
ENCAIXOU,MISC
ESTEIRA,ORG
MODELO CERTO,MISC
NÃO TENHO,MISC
O MESMO,MISC
NOTA,ORG
FISCAL NÃO ESPECIFICA NEM MARCA,ORG
NEM MODELO,MISC
PC,MISC
COMPREI 2 KITS DESSES PEDENTES,MISC
RECEBI SOMENTE 01 KIT,MISC
VCS VERIFICAR,PER
A TRANSPORTADORA PRA MIM,MISC
Ótima,LOC
OBG,ORG
Aguardo,LOC
vcs,PER
Nao,MISC
Amei,PER
Entrega parcial Recebi,LOC
Otimo Gosto,PER
Empresas,LOC
Insatisfeita Realizei,LOC
Recomendo,LOC
Relógio,PER
Péssimo,LOC
