review_score,review_text,sentiment_label,text_length,product_category_name_english,customer_state
1,"Produto nao entregue no prazo.
Dificuldade de rastreio",negative,55,furniture_living_room,MG
5,"Nao abri ainda,pq nao vou usar agora
.",positive,39,party_supplies,RS
5,"Lindo relógio! Amei o relógio, ele só é bem pequeno, mas é lindo! E chegou bem antes do prazo. Comprarei novamente, com certeza!",positive,128,watches_gifts,RJ
4,"Produto chegou conforme descrito e antes do prazo. Cumpre o prometido.
Só achei as teclas de passar um pouco duras, faz um barulinho seco ao clicar.",positive,149,computers_accessories,SP
4,Ótima Muito boa entrega,positive,23,construction_tools_safety,SP
5,Recebi antes do prazo...o produto é de excelente qualidade!,positive,59,consoles_games,SP
3,Achei que a qualidade fosse melhor!! Mas gostei..,neutral,49,home_confort,SP
5,otima loja chegou antes do prazo,positive,32,computers_accessories,MG
1,"Não entraram em contato, apenas cancelaram o meu pedido",negative,55,bed_bath_table,SP
5,"Relógio Casio feminino Entrega dentro do prazo, tudo certinho!!",positive,63,watches_gifts,SP
3,Produto com pequenos pontos de ferrugem. Não estava em perfeito estado.,neutral,71,watches_gifts,ES
5,"Maravilhoso,amei e chegou antes do prazo !",positive,42,luggage_accessories,RJ
3,"Bom dia o problema não é a loja e sim os correios 
se vcs mandasse por transportador não teria tanto trastorno gastei o dia todo pra buscar a minha encomenda.A mercadoria já estava retornando",neutral,192,fashion_bags_accessories,ES
5,5 estrelas muito bom recebi tudo certinho do jeito que pedi,positive,59,sports_leisure,GO
4,Boa Muita praticidade e pontualidade.,positive,37,auto,SP
1,Cancelei a compra e a parcela aparece na fatura do meu cartão sendo que não recebi a mochila,negative,92,,RS
5,"Recebi o produto rapidamente, sendo que mercadoria tem uma qualidade boa.",positive,73,cool_stuff,SP
1,aguardo solucionar a entrega errada,negative,35,computers_accessories,SP
4,"Produto bom, entrega rápida e bem bonito.",positive,41,housewares,SP
5,Muito rápido a entrega!!!,positive,25,home_appliances,MS
5,Recomendo o produto chegou conforme o enunciado. Meu filho amou!,positive,64,toys,PB
1,"A loja não responde, nem consta em rastreio a o produto está com o transportador",negative,80,housewares,SP
1,Detestei a loja só me entregara m um cartucho liguei pra reclamar ai falaram q mandaram o outro separado e não me mandaram o cód de rastreio só fiquei sabendo pq liguei pra reclamar.,negative,182,computers_accessories,SP
1,SOLICITO ENTREGA DO PRODUTO NAO VOLTARIA A FAZER NEGOCIO COM ESSA EMPRESA,negative,73,computers_accessories,SP
1,"Deu um erro na entrega, ninguém ligou ou enviou email falando o motivo, e até hj não recebi o produto. Era um presente de aniversário para minha filha.",negative,151,watches_gifts,RJ
5,"Otimo Multo bom, produto conforme especificado",positive,46,computers_accessories,RJ
1,Ainda nao recebi o produto e ja se encontra atrasado,negative,52,perfumery,CE
5,"O produto chegou no prazo e foi o que comprei, excelente compra",positive,63,fashion_bags_accessories,CE
5,"Loja muito boa, produtos de qualidade, entrega no prazo, bons preços. Recomendo.",positive,80,food_drink,SP
4,"O produto chegou bem antes do prazo, porém uma das cadeiras estava com a embalagem aberta e dois parafusos haviam se perdido.",positive,125,office_furniture,PR
5,"Eu super recomendo,entrega dentro d prazo,ótimo produto!",positive,56,fashion_bags_accessories,GO
4,"Atendeu minhas expectativas, bom",positive,32,auto,MG
5,obrigado pela atençao amim dispensada,positive,37,auto,BA
5,"A versatilidade e a logística são componentes da equipe do baratheon.

 Muito bom.",positive,84,housewares,GO
5,"recomendo produto chegou antes do prazo, comprei de ultima hora para presente e chegou 4 dias antes do aniversário. ótimo!!! estava preparara para atrasar o presente. presenteado adorou o produto e esta amando",positive,209,sports_leisure,SP
1,"Produto faltando Boa tarde !
Comprei tres produtos so chegou dois, por isso nao tem como eu responder que meu produto chegou. Por favor resolvam isso.",negative,151,construction_tools_construction,MG
5,Muito bom. Recomendo,positive,20,watches_gifts,DF
4,Muito bom! Entregou antes do esperado! Ótimo site!,positive,50,toys,MG
5,Fui muito brm atendida. Gostei muito.,positive,37,toys,SP
2,Não tinham o produto anunciado e entraram em contato para substituir.,negative,69,furniture_decor,SC
5,Recebi o produto bem antes do previsto,positive,38,cool_stuff,SP
5,entregue bem embalado,positive,21,perfumery,SP
1,Até o momento o produto não chegou na minha residência e a loja não entra em contato,negative,84,baby,SE
3,Perfeito Atendeu as espectativas.,neutral,33,electronics,RJ
5,bom um ótimo produto,positive,20,auto,SP
4,Ainda não recebi. Estou aguardando!,positive,35,baby,PE
1,"Comprei um Toner CF 360X HP 508X PRETO ORIGINAL de ALTO RENDIMENTO, porém me entregaram um Toner CF360A HP 508A PRETO de BAIXO RENDIMENTO, e ainda fui testar o toner e esta com defeito.",negative,185,computers_accessories,PR
3,"mas não serviu na minha impressora - HP OFFICEJET J4660 - PRECISO TROCAR ,, AGUARDO",neutral,83,computers_accessories,SP
4,Satisfatório todo o processo de compras e entrega do produto.,positive,61,sports_leisure,BA
5,Estou muito feliz com o produto.,positive,32,auto,ES
1,"Meu pedido possuía dois itens, recebi apenas 1 o de menor valor",negative,63,toys,BA
1,"Não recebi o produto Comprei o produto e depois eles informaram que não tinham no estoque, mas no site da lannister ele continuava disponível para venda. Já solicitei o cancelamento da compra, porém não obtive resposta.",negative,219,furniture_decor,RJ
1,Não recebi a totalidade da compra,negative,33,bed_bath_table,SP
4,"Item entregue conforme previsto, na data combinada.",positive,51,watches_gifts,PR
5,Nada a reclamar do produto adquirido.,positive,37,furniture_decor,RJ
5,atendeu o procurado preço e entrega,positive,35,computers_accessories,SP
5,"Lindo os carrinhos,meu filho adorou!E chegou antes do prazo!",positive,60,toys,SP
5,Produto ótimo e chegou antes do prazo. Recomendo!,positive,49,food,MG
1,"Pedido incompleto  Não recebi o pedido completo. Minha compra eram 3 pendentes e veio somente um na caixa, porém a nota fiscal veio dos três produtos.
Até agora ninguém respondeu meu email da reclamação.
Aguardo.",negative,214,furniture_decor,RS
5,Compra sem problemas. Recomendo.,positive,32,watches_gifts,ES
5,"Produto de boa qualidade, entregue antes do prazo.",positive,50,furniture_decor,RS
5,"Apesar de ter sido estipulado um prazo de entrega bem distante, foi entregue conforme bem antes.
Fiquei satisfeita....",positive,119,luggage_accessories,SP
5,Adorei a rede. Recebi antes do prazo. Excelente atendimento. Super recomendo.,positive,77,bed_bath_table,SP
2,Mas de mês q a minha compra foi aprovada e até hoje n chegou. Como pode uma coisa dessa,negative,87,garden_tools,TO
4,Demorou um pouco para chegar mais veio a mercadoria correta.,positive,60,,SC
3,"O preço foi ótimo, o prazo de entrega que é longo (mais de 1 mês para entregar). Comprei 2 cartuchos e entregaram apenas 1, reclamei e enviaram o outro ainda dentro do prazo de entrega.",neutral,185,computers_accessories,PR
5,"Mochila
Linda! Minha sobrinha amou!",positive,36,stationery,RJ
1,Péssimo não me deram nenhuma informação nem código e pior não me entregaram,negative,75,pet_shop,RJ
4,"a compra foi boa só que não mostrava o tamanho necessito de trocar a bolsa para pegar uma maior fico grato com a compreensão.
Thânia Almeida",positive,141,stationery,RN
1,"COMPREI 2, APENAS 1 FOI ENTREGUE. ESTOU NO AGUARDO.",negative,51,bed_bath_table,SP
2,"produto diferente da foto Gostei do relógio, porém a foto que esta ai não é nada igual ao que vem.
Não recomendo.",negative,114,watches_gifts,PR
1,"Esta loja, não entrega os produtos juntos. Quando são comprados mais de uma unidade, e se entra em contato com eles, fazem pouco caso da situação.",negative,146,bed_bath_table,SP
5,Recebi o pedido em menos de uma semana. Só que comprei com as medidas erradas e quero devolver o produto dentro do prazo do direito do consumidor e não estou conseguindo.,positive,170,furniture_decor,SP
5,Excelente Produto de boa qualidade e a entrega foi muito antes do prazo!,positive,72,garden_tools,MG
5,Ótimo atendimento e fácil de comprar,positive,36,cool_stuff,BA
1,"cobra frete e não entrega odiei a compra pois paguei frete e tive que retirar nos correios , tudo que comprei na lannister foi entregue na minha casa ..não compro mais..",negative,169,health_beauty,SP
5,Chegou antes do prazo informado.Isso demonstra confiança no vendedor,positive,68,bed_bath_table,MG
5,"produto bonito, chegou no prazo, recomendo",positive,42,home_construction,ES
5,APESAR DOS CONTRATEMPOS SOBRE O SITE DOS CORREIOS NÃO INFORMAR O TRAJETO DO PRODUTO... TUDO FOI CONFORME O PLANEJADO E ENTREGUE DENTRO DO PRAZO ESTABELECIDO.,positive,157,health_beauty,CE
5,"Capa para violão e violão Recebi os produtos adquiridos pelo site em perfeito estado, tanto o violão e a capa. Gostei muito!!cChegou antes do prazo estipulado. Valeu a pena!!! Recomendo...",positive,188,musical_instruments,MT
1,Não gostei da entrega está demorando muito.Essa empresa demora muito para entregar a mercadoria.,negative,96,construction_tools_construction,RJ
5,"Excelente Rápido, claro e objetivo. Produto excelente. Recomendo!",positive,65,food,PR
5,Excelente  qualidade boa,positive,24,fashion_bags_accessories,GO
5,"Entrega rápida, bem embalada. Referente o café estou testando ainda.",positive,68,food_drink,SP
5,O produto chegou muito antes do prometido. Superou as expectativas,positive,66,garden_tools,SP
1,Realizei minha compra no dia 10/10 porém só chegou 1 produto sendo que paguei por 3 unidades MOP Spray. Estou muito insatisfeita inclusive com o atendimento.,negative,157,housewares,SP
5,Valeu a pena a compra. Fica muito bonito na cama,positive,48,bed_bath_table,SP
5,O produto chegou em perfeitas condições. Gostei.,positive,48,computers_accessories,SP
3,Pensei ser maior  Achei que os potes eram maiores mais valeu valor dele legal 👍🏼,neutral,80,housewares,RJ
5,"Produtos corretos recebidos dentro do prazo, como sempre!",positive,57,computers_accessories,RJ
5,Deveria ter frete grátis,positive,24,health_beauty,SP
5,"Chegou antes prazo, tudo certo e sem defeitos",positive,45,health_beauty,MG
5,Recebi tudo perfeito super indico.,positive,34,housewares,RS
5,PRODUTO DE QUALIDADE,positive,20,computers_accessories,RJ
5,A entrega foi muito rápida.,positive,27,health_beauty,RJ
5,"Excelente  Muito rápido, chegou bem antes da data prevista, só comprarei das lannister agora.",positive,93,housewares,SP
3,"recomendo  Entregou dentro do prazo, mas o tamanho dos 
 dedos ficou restrito, e o 
 material poderia ser de maior qualidade, a parte do punho poderia também ser mais longo !!!",neutral,178,perfumery,RS
5,"Ótimo  Almofada perfeita😊
Me arrependi...de não ter comprado antes
👏👍",positive,71,cool_stuff,PR
2,"Veio sem um dos ilhós Veio sem um dos ilhós e por isso o tecido nessa parte esgarçou, espero que na troca venha perfeito.",negative,121,bed_bath_table,SP
5,"Entrega  A entrega foi bem antes que eu esperava, super recomendo o site",positive,72,stationery,SP
2,"PRODUTO COM MEDIDA INCORR Produto chegou no prazo,porem, nao veio na medida correta.
Tentei entrar em contato para troca ou devolucao e nao obtive nenhuma resposta.",negative,165,garden_tools,RJ
5,Gostei de ter sido entregue antes do prazo. Obrigada.,positive,53,books_imported,MG
3,Recebi aparelho na cor errada solicitei preto recebi bco mas tudo bem sem problema aparelho e bonito,neutral,100,fixed_telephony,RS
1,"Pedir 2 capinhas,estou pagando as duas e só veio uma.Entao não estou nada satisfeita e espero que seja reparado esse erro.",negative,122,telephony,SE
5,Apesar da maleta ser menor do que imaginei; fiquei satisfeita! Recomendo produto!,positive,81,perfumery,PA
4,"A rapidez sempre eficaz Como sempre a eficácia , da entrega não tem o que disseram .
Então estão de parabéns ...",positive,113,bed_bath_table,SP
5,Recebi o produto em perfeito estado e bem antes do prazo.,positive,57,housewares,BA
4,Sastifeito Produto chegou antes do prazo final é a qualidade conforme esperada..,positive,80,health_beauty,BA
1,"Meu pedido era para ser entregue até dia 22/03/18, até a presente data (24/03) a nota fiscal não foi emitida, solicitei várias vezes não obtive retorno, não recomendo esta Loja, nem a lannister!!!!!!",negative,199,fashion_bags_accessories,PR
5,"recomendo e produto já conhecia, é excelente",positive,44,perfumery,MG
1,No aguardo de um retorno urgente.,negative,33,furniture_decor,RS
4,"Embalagem inadequada Tudo ocorreu beleza, só que a embalagem foi inadequada, não ofereceu proteção ao item comprado , que possuiu um CD que chegou quebrado.",positive,156,auto,MG
1,ATÉ O PRESENTE MOMENTO NÃO RECEBI O PRODUTO.,negative,44,computers_accessories,RJ
3,"Não gostei, porque não tem um folheto explicando a maneira correta de usa-lo, apenas um papel mal traduzido, que me deixou confusa e aborrecida.",neutral,144,watches_gifts,CE
1,"Comprei 3 pendetentes de luminária, os produtos vieram pelos Correios mas apenas 2 um em cada caixa, mas a nota fiscal consta 3 produtos. Solicito o outro ou vou devolver.",negative,171,garden_tools,PR
1,"Comprei dois jogos de lençóis, só veio um .",negative,43,bed_bath_table,SP
1,"Pessimo vendedor, foi entregue parte do Pedido, e os que vieram são errados, comprei 60XL color veio 60XL Preto",negative,111,computers_accessories,SP
5,O produto foi entregue muito antes do esperado. Ótima agilidade.,positive,64,toys,SP
3,"Faltando  Olá boa noite, o produto veio como o encomendado porém não veio um certificado de garantia e muito menos o manual de instruções como já vi na caixa em vídeos deste modelo de relogio",neutral,191,watches_gifts,SP
1,Não entregaram o meu produto,negative,28,luggage_accessories,RJ
2,"Insatisfeita Comprei na cor amarelo, entregaram na cor rosa.",negative,60,bed_bath_table,SP
5,O produto chegou até antes da data prevista para a entrega.,positive,59,telephony,MG
3,"Produto chegou no prazo, mas com defeito. Estou pedindo troca ou reembolso.",neutral,75,telephony,SP
1,falta uma cortina e um tapete,negative,29,baby,PR
1,"Não recebi meu pedido, já tendo passado varias dias do prazo máximo estipulado, sem contar que a lannister nunca respondia minhas mensagens, então considero a empresa péssima.",negative,175,baby,MA
5,Produto entregue no prazo (apesar da greve) e produto de qualidade.,positive,67,garden_tools,PR
4,"Bom custo beneficio, cadeira boa porém veio faltando um parafuso, vieram dois a mais porem maiores , não serviram. Montagem super fácil.",positive,136,office_furniture,RO
4,"bom atendimento. Foi enviado com exito o produto, acho apenas que o fato de se pedir 2 produtos nao deveria ser cobrado dobrar o valor do frete.",positive,144,housewares,DF
5,"Produto muito bom.
Boa compressão e confortável.
Recomendo",positive,60,fashion_underwear_beach,BA
3,Faltou 1 jogo de toalha...😠,neutral,27,bed_bath_table,MG
3,Esta faltando uma das três cadeiras que comprei.,neutral,48,office_furniture,PR
1,NÃO SEI QUAL O MOTIVO DA DIFICULDADE DA ENTREGA MEUS PAIS SÃO APOSENTADOS ESTÃO SEMPRE EM CASA E ATÉ AGORA NÃO CHEGOU MINHA MERCADORIA,negative,134,sports_leisure,PE
1,"Boa noite.

Comprei 3 produtos, e recebi apenas 1, estou aguardando um retorno ref. aos demais produtos comprados.

Aguardo retorno breve.",negative,142,baby,SP
2,"bom dia....ainda não recebi o carrinho ate a data presente..
estou no aguardo",negative,78,tablets_printing_image,MG
1,Ainda nao recevi o produto.,negative,27,housewares,SP
1,"Comprei dois fones de de ouvido e só recebi um, ainda sem funcionar, estarei devolvendo na próxima segunda feira.",negative,113,telephony,BA
5,Produto está em conformidade com o esperado e dentro da qualidade,positive,65,cool_stuff,SP
1,comprei duas cadeiras porem foi entregue apenas uma,negative,51,office_furniture,SP
3,"Parcialmente entregue  Recebi sente 2 unidades do produto, e comprei 3 unidades..",neutral,81,health_beauty,SP
1,"tive um transtorno muito grande com relação a compra que fiz de 02 luminárias meia lua roxa, foi enviado somente 01 e depois de 40 dias prazo da entrega informaram que iram devolver o credito.",negative,192,baby,CE
1,Me entregaram uma mochila em vez do esterilizador !!,negative,52,auto,DF
4,Material chegou conforme especificação e antes do prazo de entrega.,positive,67,auto,PB
3,O produto escolhido foi branco. E veio na cor verde.,neutral,52,housewares,DF
1,"essa loja vendeu o produto, mas nao tinha em estoque pra entregar",negative,65,,SP
1,"Meu pedido não chegou, e eu preciso desse produto até semana que vem",negative,68,furniture_decor,MT
1,"A loja foi irresponsável, pois não emitiu a nota fiscal e nem avisou se tinha o produto ou quanto tempo iria ter, ficou apenas dizendo que estava aguardando a emissão da nota fiscal, isso levou um mês",negative,200,watches_gifts,BA
5,Multi Bom products entregue antes do Prato recomendo,positive,52,computers_accessories,SP
1,"Sempre comprei no site e fique muito satisfeito infelizmente pela primeira vez aconteceu esse imprevisto 
Espero que o problema seja resolvido em breve pois preciso da mercadoria",negative,179,health_beauty,SP
4,Veio faltando uma peça. Tampinha de fechar o local que ficam as pilhas.,positive,71,toys,RN
1,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.,negative,93,home_construction,GO
2,"Bom dia estou aguardando a minha encomenda não chegou eu já paguei no cartão foi parcelado em 10 vezes, agora guando chegar eu mudo a minha opinião, era pra dar de presente",negative,172,bed_bath_table,RJ
5,"Ótimo produto, entrega antes do prazo. Recomendo!",positive,49,housewares,MG
5,Ótimo serviço Recomendo,positive,23,,PE
3,3 tem problema com un cartucho o preto nao funciona,neutral,51,computers_accessories,PR
5,muito bom eu recomendo produto muito bom.,positive,41,perfumery,RJ
5,Satisfeita com produto e com a entrega. Recomendo,positive,49,sports_leisure,GO
5,"Produto perfeito de acordo com o descrito no site, boa qualidade e a entrega foi antes do prazo previsto.",positive,105,stationery,RJ
5,Adorei a agilidade para a entrega. Produto de excelente qualidade.,positive,66,sports_leisure,SP
3,"Recebido no prazo, porém a parte externa da caixa apresenta um grande amassado, como se tivesse caído de quina. Farei um serviço c/ eletricista e instalarei o relógio. Aí verei se esta tudo OK mesmo.",neutral,199,watches_gifts,DF
4,"faltou entregar 1 cortina, mandei msg ontem mesmo, o porteiro recebeu pq eu não estava em casa, a nota consta 3 cortinas mas só foram entregues 2, verificar por favor pq deve ter sobrado 1 no carro",positive,197,bed_bath_table,RJ
1,"Infelizmente não recebi o produto, comprei com antecedência para não correr o risco de não chegar no prazo mais infelizmente deu tudo errado, minha festa ficou incompleta....😢😢😢",negative,177,furniture_decor,SP
5,Tudo certo. Entregue antes do previsto. Recomendo,positive,49,audio,SP
3,"Comprei um kit para casael e um para solteiro. Apesar de tê-las comprado no mesmo carrinho, paguei dois fretes e as encomendas vieram separadas. O de solteiro não foi entregue na minha casa e retornou",neutral,200,bed_bath_table,RJ
2,O prazo de entrega acaba dia 3/1/18. Eu não comprarei no baratheon quando o prazo de entrega for muito grande.,negative,110,bed_bath_table,PE
5,"Excelente produto correto Nóta 10 tudo perfeito
Produto muito bem embalado.",positive,76,sports_leisure,SP
5,recebi antes do prazo e o produto superou minhas expectativas,positive,61,toys,MA
4,Não manda mais pelo correio o correio de Santa Catarina de Itajai e uma Bosta não entregam na residencia tem que ir buscar la....,positive,129,garden_tools,SC
5,"chegou tudo certinho e produto de qualidade 
espero que seja sempre assim",positive,74,bed_bath_table,SP
5,Entrega no prazo prometido.,positive,27,sports_leisure,MT
5,"muito bom , dez . muito rapido ,dentro do esperado .",positive,52,sports_leisure,MS
5,"FUI BEM ATENDIDA, O PRODUTO CHEGOU DENTRO DO PRAZO PREVISTO E EU RECOMENDO.",positive,75,garden_tools,RJ
2,"Recebi o produto errado, comprei o BCA MAX EM CÁPSULAS e veio BCA drink líquido, quero fazer a troca urgência",negative,109,sports_leisure,SP
5,Recomendo o produto e a loja. Parabens!,positive,39,watches_gifts,PE
5,"Entrega rápida, o que me deixou muito feliz, pois estava ansiosa para usar o meu produto",positive,88,bed_bath_table,SP
5,Entrega mais rápida do que o estipulado. Produto ok.,positive,52,fashion_bags_accessories,SP
3,"A qualidade do produto não foi o esperado , quanto o atendimento foi ótimo .",neutral,76,bed_bath_table,RO
5,"Recebi o produto em ótimas condições e dentro do prazo
Produto bonito e de qualidade, recomendo!",positive,97,furniture_living_room,SP
5,"recebi após dois dias do pagto. do boleto em casa, no site receberia perto do dia 17/01/18. É muito facil de montar, bonito e elegante. obrigada, adorei",positive,152,furniture_decor,SP
5,"Gostei muito. O erro foi dos correios,que entregou o pacote no prédio em frente ao meu.Mas deu tudo certo.Muito obrigado.",positive,121,bed_bath_table,ES
1,"Decepção! Fiz essa comora p um controle de smart tv conforme pedido, vcd encaminharam um outro controle q nao tem a opção da smart tv. Sendo assim inútil a compra!!!",negative,165,electronics,RJ
5,Excelente Recomendo chegou antes do prazo gostei muito material muito bom,positive,73,cool_stuff,MG
5,Obrigada chegou corretamente.,positive,29,cool_stuff,MG
1,Ruim  Não recebi meu pedido corretamente comprei 2kits de bexigas com 5 unidades cada kit é só recebi um kit,negative,108,party_supplies,MG
3,"Muito prático, desde a escolha do produto pelo cliente ,na pagina da loja , e ágio, a entrega do produto......",neutral,110,sports_leisure,SE
5,recomendo muito bom!,positive,20,baby,SP
4,"APESAR DE TEREM INFORMADO QUE HAVIA PROBLEMA NA ENTREGA, FOI ENTREGUE RAPIDINHO.",positive,80,home_appliances,RJ
5,super maximo recomendo linda carteira do jeito que queria,positive,57,fashion_bags_accessories,SP
1,O produto não foi entregue conforme o prazo e não consigo receber meu dinheiro de volta pela lannister.,negative,103,auto,PR
1,Péssimo parceiros de vcs,negative,24,perfumery,DF
4,"Pela foto, imaginava outra qualidade, mas é bom.",positive,48,bed_bath_table,RS
5,Boa Fiquei satisfeito,positive,21,musical_instruments,PB
5,Amei o produto é toda a atenção dada durante o processo!! Parabéns a toda equipe.,positive,81,toys,SP
5,Hoje no mercado encontramos roteador de baixa potência. E este aparelho é muito bom e potente,positive,93,computers_accessories,BA
3,"Tudo certo, produto recebido e nota fiscal enviada com o mesmo.",neutral,63,pet_shop,PR
5,Excelente compra Veio tudo certinho e a entrega foi bem antes do prazo.,positive,71,baby,MG
5,Safisfeita  Estou muito satisfeita com a rapidez na entrega e pelo preço do produto,positive,83,watches_gifts,SP
1,Relógio que comprei foi uma replica do original.,negative,48,,BA
4,Ótimo Adoro comprar nas lojas lannister,positive,39,home_construction,SP
3,Falta um dos produtos: lençol 4 peças branco. Foi entregue somente o jogo bege ponto palito.,neutral,92,bed_bath_table,SP
1,não recebi meu produto.ainda,negative,28,auto,PR
5,"Loja totalmente confiável, produto entregue antes do prazo, todo o trajeto do produto foi informado corretamente! Produto foi entregue em perfeitas condições para uso, e exatamente como solicitado!",positive,197,,MG
3,Venda perfeita e confiáve Produto bem menor do que o esperado.,neutral,62,garden_tools,ES
1,"As descrições desse relógio não diz o tamanho da caixa, aparentemente mostra ser grande, por ser masculino, mas é pequeno. Não gostei. 
Vou tentar repassar e não perder o dinheiro.",negative,181,watches_gifts,BA
5,o produto superou minha expectativa....muito lindo!!,positive,52,garden_tools,SP
3,"Entregou no prazo Não recebi o produto que comprei, veio um produto parecido",neutral,76,auto,RJ
5,"Sem problemas na execução do pedido, satisfação.",positive,48,watches_gifts,MG
5,recomendo Produto veio exatamente como o pedido e bem antes do prazo. Recomendo,positive,79,sports_leisure,PR
3,MUITO GRATA..NADA A DECLARAR..,neutral,30,bed_bath_table,SP
3,Comprei 5 heasets GE e só chegaram 4. Mandei mensagem ao vendedor via stark no dia 05/01 e até agora nenhuma posição sobre o 5º item. No aguardo de alguma posição do vendedor ou do stark...,neutral,189,computers_accessories,SP
1,Só recebi um item do pedido,negative,27,bed_bath_table,MG
4,Não recebi o celular ainda mas a capinha é o que imaginei,positive,57,telephony,SP
5,"Muito bom o atendimento na compra, entrega super rápida e ótimo produto.",positive,72,housewares,RS
5,Muito bom. Moro no Norte e sempre demora chegar as coisas por aqui. Esse foi bem Rapidão,positive,88,perfumery,PA
5,Muito bom Satisfeita,positive,20,bed_bath_table,RJ
5,Experiência ótima de realizar compra na loja lannister.,positive,55,electronics,BA
5,"super recomendo Produto lindo,adorei!!",positive,38,home_construction,SP
5,super recomendo otima compra e otimo serviço,positive,44,kitchen_dining_laundry_garden_furniture,MG
1,comprei 2 quite e so recebi 1 estou aguardando o outro,negative,54,bed_bath_table,SP
5,Muito satisfeita com a compra e com a empresa!,positive,46,toys,MG
5,Produto foi entregue dentro do prazo.,positive,37,computers_accessories,SP
5,Ótimo Ótima e segura compra.,positive,28,furniture_decor,SP
4,Até agora não recebi o produto. Ninguém me dá um retorno,positive,56,baby,RJ
4,muito bom o produto.,positive,20,bed_bath_table,SP
5,Mto satisfeito com os serviços obrigado,positive,39,cool_stuff,SP
5,No prazo e produto com boa qualidade,positive,36,telephony,DF
2,"Foi entregue somente as fronhas estou aguardando os travesseiros .
No momento ainda não posso recomendar a loja....",negative,116,bed_bath_table,SP
5,As capas são grossas e bem acabadas. De muito boa qualidade. Recomendo!,positive,71,furniture_decor,MG
1,"Estou muito chateada n foi entregue e eles não deram nem uma satisfação falta de respeito comigo.Minha filha está indo p a escola sem mochila. 
Super chateada.",negative,160,,SP
5,Produto de excelente aparência e acabamento. O desempenho será avaliado com o uso.,positive,82,auto,ES
5,chegou tudo certinho,positive,20,telephony,BA
3,Recomendo Recebi o produto errado.,neutral,34,watches_gifts,SP
5,O produto chegou no prazo e bem embalado. Eu recomendo.,positive,55,bed_bath_table,SP
5,"Produto de boa qualidade, chegou antes do previsto, bem embalado e bem identificado.",positive,84,toys,SP
5,Entregue bem antes da data,positive,26,cool_stuff,SP
1,"Realizei a compra de um Toner Original CE320A HP 128A Preto, e mesmo assim está apresentando problemas na impressão. O toner está borrando a página. Muito caro e pouca qualidade.Vou solicitar garantia",negative,200,computers_accessories,MG
1,Comprei 04 jogos de lençóis de cetim. Recebi só dois. O conjunto pérola e o Preto. Onde estão os outros???????,negative,110,bed_bath_table,RS
3,A Película de vidro veio riscada é a capa carteira a qual acompanha não parece ser de couro.,neutral,92,telephony,RN
3,"Eu fiz o pedido de dois produtos, porém só recebi uma.",neutral,54,office_furniture,BA
1,"Produto chegou antes da data marcada, mas a qualidade é ruim, impressão falhando. A impressora detetou que o cartucho já foi utilizado.",negative,135,computers_accessories,SP
1,Problema Comprei 3 unidades e recebi apenas 1.,negative,46,health_beauty,PR
2,Loja excelente mas produto com defeito! Aguardo troca!,negative,54,computers,SP
5,Solicitei o livro e chegou antes do prazo. Fiquei satisfeita com a compra.,positive,74,books_general_interest,RN
5,O produto que comprei é muito bom. A empresa demonstrou muito zelo na proteção da embalagem para ser transportada pelos correios.,positive,129,watches_gifts,RS
5,Muito bom Gostei do produto e chegou antes do prazo!,positive,52,perfumery,PA
5,"Ótimo Bem satisfeita,obrigada...",positive,32,computers_accessories,RJ
1,Estou aguardando a entrega do meu produto. O prazo já expirou e até agora não foi entregue.,negative,91,drinks,SP
5,"adorei o produto, chegou no prazo e super otimo o produto.",positive,58,furniture_decor,SP
4,DEMORA Na entrega mas recomendo,positive,31,perfumery,MG
2,Entrei em contato com empresa que entregou o produto que veio faltando 1 toner. Pois tentei contactar no dia que chegou a encomenda para Lojas lannister porém não tem canal para fazer reclamação.,negative,195,sports_leisure,RJ
1,demora na entrega (ainda nao chegou fora do prazo),negative,50,furniture_decor,RS
4,Loja pontual Superrecomendo. Ótimo atendimento e bons produtos.,positive,63,telephony,RS
5,"Ótimo, bom material, funciona o ""fast charge sem fio"" quando usamos um adaptador próprio pra isso (a parte que liga na tomada precisa ter essa função). Prático p/levar na bolsa por ser pequeno e leve.",positive,200,telephony,SP
4,Entrega rápida recomendo,positive,24,watches_gifts,SP
2,Não recebi as 8 fronhas ainda,negative,29,bed_bath_table,RS
5,"O produto foi entregue muito bem embalado e chegou bem antes do prazo .
Indico para todos.",positive,91,home_appliances,RJ
1,recebi o produto errado,negative,23,health_beauty,GO
5,"Produto corretamente embalado, chegou no prazo e atendeu totalmente as expectativas.",positive,84,computers_accessories,SP
5,"Entrega super rápida , produto exatamente como pedi , tudo lacrado e certinho.
Ótimo..",positive,87,health_beauty,PR
4,"Muito bonita a peça ,ainda não estalei",positive,38,garden_tools,SP
5,O produto é muito bom.,positive,22,computers_accessories,RJ
1,"Produto não entregue. Infelizmente, a empresa trabalha com os Correios, que nunca cumpre os prazos de entrega.",negative,110,construction_tools_construction,SP
5,"Super recomendo Gostei do produto
Chegou antes do prazo definido
Excelentes condições",positive,87,sports_leisure,SP
5,"Super recomendo Vendedor confiável, produto ok e entrega antes do prazo.",positive,72,computers_accessories,SP
1,Produto com atraso. Não por causa de greve de caminhoneiros pois comprei um outro produto igual em outra loja e já recebi.,negative,122,auto,BA
